Popularity Ranking,Common Name,Current Botanical Name,Plant Type,Height,Width,Growth Rate,Deciduous,Evergreen,Flowers,Flowering Season,Sun,Soil,Drainage,Water Requirement,Ease of Care,Max Summer Irrigation,Common uses,Availability in Nurseries,Plant URL,QR Codes
698,Side Oats Grama,Bouteloua curtipendula,Grasses,3 ft(0.9 m),,Moderate,,"Yellow,Purple",Summer,"Full Sun, Part Shade","Adaptable, tolerant of sand, loam and clay","Fast,Medium,Slow",Very Low,Moderately Easy,,Groundcovers,Commonly Available,//legacy.calscape.org/Bouteloua-curtipendula-(),//legacy.calscape.org/qrcodes/Bouteloua-curtipendula(192)
699,Sonoma Beardtongue,Penstemon newberryi var. sonomensis,Perennial herb,0.39 - 1 ft(0.12 - 0.3 m),,,,Red,,,Prefers rocky or gravelly soil,Fast,,Moderately Easy,,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Penstemon-newberryi-var.-sonomensis-(),//legacy.calscape.org/qrcodes/Penstemon-newberryi-var.-sonomensis(192)
700,Blue Sage,Salvia pachyphylla,Shrub,1 - 2.6 ft(0.3 - 0.8 m),,,,"Blue,Purple","Winter,Spring,Summer,Fall","Full Sun, Part Shade",Prefers sandy or gravelly soils,Fast,"Extremely Low,Very Low",Moderately Easy,,"Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Salvia-pachyphylla-(),//legacy.calscape.org/qrcodes/Salvia-pachyphylla(192)
701,Pickleweed,Salicornia pacifica,Perennial herb,0.33 - 2.3 ft(0.1 - 0.7 m),,,,Red,"Summer,Fall",Full Sun,"Usually found in saturated, sandy soil","Fast,Standing",Moderate - High,,,,Commonly Available,//legacy.calscape.org/Salicornia-pacifica-(),//legacy.calscape.org/qrcodes/Salicornia-pacifica(192)
702,One Sided Blue Grass,Poa secunda,Grass,1.4 - 3.3 ft(0.43 - 1 m),,Fast,,"Brown,Cream,Green,Lavender,White","Spring,Summer",,Prefers sandy or loamy soils.  Does not grow well in clay soils.,"Fast,Medium,Slow",Low,Moderately Easy,,,Commonly Available,//legacy.calscape.org/Poa-secunda-(),//legacy.calscape.org/qrcodes/Poa-secunda(192)
703,Creeping Blueblossom,Ceanothus thyrsiflorus var. thyrsiflorus,Shrub,2 - 3 ft(0.6 - 0.9 m),6 - 10 ft (1.8 - 3.0 m),Moderate,Evergreen,Blue,"Winter,Spring","Full Sun,Part Shade,Shade",Tolerates sand or clay,"Fast,Medium,Slow",Very Low,"Very Easy,Moderately Easy","Never irrigate once established,Irrigate ~ 1x / mo once established,Irrigate ~ 2x / mo once established","Groundcovers,Bank Stabilization,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-thyrsiflorus-var.-thyrsiflorus-(),//legacy.calscape.org/qrcodes/Ceanothus-thyrsiflorus-var.-thyrsiflorus(192)
704,Oregon Stonecrop,Sedum oreganum,"Perennial herb,Succulent",2.4 - 6 in(6.1 - 15.2 cm),,,,Yellow,Summer,"Shade,Part Shade",Adaptable but usually found in gaps between rocks,Fast,Very Low,Moderately Easy,,"Deer Resistant,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Sedum-oreganum-(),//legacy.calscape.org/qrcodes/Sedum-oreganum(192)
705,Coastal Bush Lupine,Lupinus propinquus,Shrub,5 - 7 ft (1.5 - 2.1 m),2 - 3 ft (0.6 - 0.9 m),Fast,,"Lavender,White",Spring,"Full Sun,Part Shade","Adaptable but prefers sandy, well drained soil",Fast,,Moderately Easy,,"Deer Resistant,Bird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Lupinus-propinquus-(),//legacy.calscape.org/qrcodes/Lupinus-propinquus(192)
706,Seaside Heliotrope,Heliotropium curassavicum,Perennial herb,1.2 - 1.6 ft(0.37 - 0.49 m),,Moderate,,"Blue,Lavender,White",Spring,Full Sun,"Grows in many soil types, often in saline or alkaline soils.",,Moderate - High,,,,Never or Almost Never Available,//legacy.calscape.org/Heliotropium-curassavicum-(),//legacy.calscape.org/qrcodes/Heliotropium-curassavicum(192)
707,Hairy-fruited Hibiscus,Hibiscus lasiocarpos,Perennial herb,,,,,"White,Red","Summer,Fall",Full Sun,Soil should be kept moist throughout the growing season,,Moderate - High,,,,Never or Almost Never Available,//legacy.calscape.org/Hibiscus-lasiocarpos-(),//legacy.calscape.org/qrcodes/Hibiscus-lasiocarpos(192)
708,San Luis Obispo Coyote Mint,Monardella villosa ssp. obispoensis,Perennial herb,,,,,"Lavender,Purple",Summer,"Full Sun,Part Shade",,,,,,"Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Monardella-villosa-ssp.-obispoensis-(),//legacy.calscape.org/qrcodes/Monardella-villosa-ssp.-obispoensis(192)
709,Southern Honeysuckle,Lonicera subspicata var. subspicata,Shrub,8 ft(2.4 m),20,,Evergreen,"Cream,White","Spring,Summer","Part Shade,Full Sun",Tolerant of a variety of soils including clay and decomposed granite,"Medium,Slow",Very Low,,Max 2x / month once established,"Hedges,Hummingbird Gardens,Bird Gardens",Sometimes Available,//legacy.calscape.org/Lonicera-subspicata-var.-subspicata-(),//legacy.calscape.org/qrcodes/Lonicera-subspicata-var.-subspicata(192)
710,Monkey Flower Savory,Clinopodium mimuloides,Perennial herb,1 - 6 ft(0.3 - 1.8 m),1 - 6 ft (0.3 - 1.8 m),Moderate,Winter Deciduous,"Orange,Red","Summer,Fall","Full Sun, Part Shade",Tolerates a variety of soils,"Medium,Slow","Low,Moderate - High,",Moderately Easy,Max 1x / week once established,"Hummingbird Gardens,Deer Resistant",Commonly Available,//legacy.calscape.org/Clinopodium-mimuloides-(),//legacy.calscape.org/qrcodes/Clinopodium-mimuloides(192)
711,Spotted Humboldt's Lily,Lilium humboldtii ssp. ocellatum,Perennial herb,6 - 8 ft(1.8 - 2.4 m),1 - 2 ft (0.3 - 0.6 m),"Fast,Moderate",Summer Deciduous,"Brown,Orange,Purple,Red,Yellow","Spring,Summer","Full Sun, Part Shade","Prefers well draining, slightly acidic soil",Fast,Low,Moderately Easy,Never irrigate once established,"Hummingbird Gardens,Butterfly Gardens",Rarely Available,//legacy.calscape.org/Lilium-humboldtii-ssp.-ocellatum-(),//legacy.calscape.org/qrcodes/Lilium-humboldtii-ssp.-ocellatum(192)
712,California Primrose,Oenothera californica,Perennial herb,0.33 - 2.6 ft(0.1 - 0.8 m),10 ft (3.0 m),,Summer Semi-Deciduous,"White,Pink",Spring,"Full Sun, Part Shade","Prefers sandy, gravelly soil",Fast,Low,Very Easy,Max 1x / month once established,,Commonly Available,//legacy.calscape.org/Oenothera-californica-(),//legacy.calscape.org/qrcodes/Oenothera-californica(192)
713,Coast Lily,Lilium maritimum,Perennial herb,3.3 - 8 ft(1 - 2.4 m),,,,"Orange,Red","Spring,Summer","Full Sun, Part Shade",,"Fast,Medium,Slow,Standing","Low,Moderate - High",Moderately Easy,,"Hummingbird Gardens,Butterfly Gardens",Rarely Available,//legacy.calscape.org/Lilium-maritimum-(),//legacy.calscape.org/qrcodes/Lilium-maritimum(192)
714,Emory's Baccharis,Baccharis salicina,Shrub,3.3 - 10 ft(1 - 3 m),7 ft (2.1 m),Fast,Summer Semi-Deciduous,"Cream,White","Winter,Summer,Fall",Full Sun,Tolerates a variety of soils as long as adequate moisture is present,"Fast,Medium,Slow","Low,Moderate - High",Very Easy,Max 1x / week once established,"Hedges,Butterfly Gardens,Bird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Baccharis-salicina-(),//legacy.calscape.org/qrcodes/Baccharis-salicina(192)
715,Sweet After Death,Achlys triphylla,Perennial herb,1.3 ft(0.4 m),,,,"Cream,White","Spring,Summer",Part Shade,Prefers moist soil,,,Moderately Easy,,Groundcovers,Rarely Available,//legacy.calscape.org/Achlys-triphylla-(),//legacy.calscape.org/qrcodes/Achlys-triphylla(192)
716,Scouler's Willow,Salix scouleriana,"Tree,Shrub",6.6 - 50 ft(2 - 15.2 m),,Fast,Winter Deciduous,"Yellow,Cream,White","Spring,Winter","Full Sun, Part Shade","Adaptable, tolerant of sand, loam and clay",,"Low,Moderate - High",,,"Bird Gardens,Butterfly Gardens,Bee Gardens",,//legacy.calscape.org/Salix-scouleriana-(),//legacy.calscape.org/qrcodes/Salix-scouleriana(192)
717,Mountain Hemlock,Tsuga mertensiana,Tree,30 - 193.6 ft(9.1 - 59 m),,Slow,Evergreen,Yellow,Summer,"Full Sun,Part Shade,Shade",Prefers sandy soils,,Low,,,"Bank Stabilization,Deer Resistant",Sometimes Available,//legacy.calscape.org/Tsuga-mertensiana-(),//legacy.calscape.org/qrcodes/Tsuga-mertensiana(192)
718,Cleveland's Beardtongue,Penstemon clevelandii,Perennial herb,1 - 2.3 ft(0.3 - 0.7 m),1.5 ft (0.5 m),Moderate,Evergreen,Pink,Spring,"Full Sun, Part Shade",prefers fast draining soil such as sand or decomposed granite,Fast,Low,Moderately Easy,Max 1x / month once established,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Penstemon-clevelandii-(),//legacy.calscape.org/qrcodes/Penstemon-clevelandii(192)
719,Yellow Skunk Cabbage,Lysichiton americanus,Perennial herb,5 ft(1.5 m),,,,"Yellow,Green",Spring,"Shade,Part Shade",Requires a wet or damp humus-rich soil. Can grow in water or bogs.,Standing,"Low,Moderate - High,",,,,Sometimes Available,//legacy.calscape.org/Lysichiton-americanus-(),//legacy.calscape.org/qrcodes/Lysichiton-americanus(192)
720,Shrubby Cinquefoil,Dasiphora fruticosa,Shrub,0.33 - 4.9 ft(0.1 - 1.5 m),,,Winter Deciduous,"Yellow,Orange,Red","Summer,Fall",Full Sun,Does well in moisture retentive soils and moist rocky areas,,"Low,Moderate - High",,,,Sometimes Available,//legacy.calscape.org/Dasiphora-fruticosa-(),//legacy.calscape.org/qrcodes/Dasiphora-fruticosa(192)
721,Heart Leaf Milkweed,Asclepias cordifolia,Perennial herb,1 - 2 ft(0.3 - 0.6 m),,,,"Purple,Lavender,Red","Spring,Summer","Part Shade, Full Sun","Grows best in decomposed Granite, and rocky soils",Fast,Very Low,Moderately Easy,,"Butterfly Gardens,Deer Resistant,Bird Gardens",Commonly Available,//legacy.calscape.org/Asclepias-cordifolia-(),//legacy.calscape.org/qrcodes/Asclepias-cordifolia(192)
722,Spiny Hopsage,Grayia spinosa,Shrub,1.7 - 3.3 ft(0.5 - 1 m),,Slow,Evergreen,"Red,Pink,Cream,Yellow,White",Spring,"Full Sun, Part Shade","Adaptable, tolerant of sand, loam and clay",Fast,Low,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Grayia-spinosa-(),//legacy.calscape.org/qrcodes/Grayia-spinosa(192)
723,Round Leaf Harebell,Campanula rotundifolia,Perennial herb,,,,,Purple,"Summer,Fall",Full Sun,"Sandy, gravely soil",,"Low, Moderate - High",,,,Sometimes Available,//legacy.calscape.org/Campanula-rotundifolia-(),//legacy.calscape.org/qrcodes/Campanula-rotundifolia(192)
724,Foxtail Barley,Hordeum jubatum,Grasses,2 ft(0.6 m),,,,Brown,,Full Sun,,,Moderate - High,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Hordeum-jubatum-(),//legacy.calscape.org/qrcodes/Hordeum-jubatum(192)
725,Baker's Cypress,Hesperocyparis bakeri,Tree,32.8 - 98 ft(10 - 29.9 m),,,Evergreen,,,"Full Sun, Part Shade",,,Low,Moderately Easy,,Deer Resistant,Rarely Available,//legacy.calscape.org/Hesperocyparis-bakeri-(),//legacy.calscape.org/qrcodes/Hesperocyparis-bakeri(192)
726,Lemmon's Ceanothus,Ceanothus lemmonii,Shrub,1.6 - 3.3 ft(0.49 - 1 m),,,Evergreen,"Blue,Purple","Winter,Spring",Full Sun,,,Very Low,Moderately Easy,,"Bank Stabilization,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-lemmonii-(),//legacy.calscape.org/qrcodes/Ceanothus-lemmonii(192)
727,San Clemente Island Bushmallow,Malacothamnus clementinus,Shrub,1.3 - 3.3 ft(0.4 - 1 m),,,,"Pink,White,Lavender","Spring,Summer",Full Sun,,Fast,Very Low,,,"Hummingbird Gardens,Bird Gardens,Butterfly Gardens",Sometimes Available,//legacy.calscape.org/Malacothamnus-clementinus-(),//legacy.calscape.org/qrcodes/Malacothamnus-clementinus(192)
728,Washington Lily,Lilium washingtonianum,Perennial herb,1 - 6.6 ft(0.3 - 2 m),,,,"White,Pink,Purple",Summer,"Full Sun, Part Shade",,,Low,Moderately Easy,,"Hummingbird Gardens,Butterfly Gardens",Rarely Available,//legacy.calscape.org/Lilium-washingtonianum-(),//legacy.calscape.org/qrcodes/Lilium-washingtonianum(192)
729,Canyon Gooseberry,Ribes menziesii,Shrub,6.6 - 10 ft(2 - 3 m),,,Winter Deciduous,"Red,Pink,White,Purple","Winter,Spring",Shade,,,Low,,,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Ribes-menziesii-(),//legacy.calscape.org/qrcodes/Ribes-menziesii(192)
730,Grand Fir,Abies grandis,Tree,25 - 240 ft(7.6 - 73.2 m),,Moderate,Evergreen,,Spring,"Shade,Part Shade",Prefers sandy or loamy soils.  Does not grow well in clay soils.,,,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Abies-grandis-(),//legacy.calscape.org/qrcodes/Abies-grandis(192)
731,Winterfat,Krascheninnikovia lanata,Shrub,1 - 3.3 ft(0.3 - 1 m),,Fast,,"Yellow,White,Red",Spring,Full Sun,"Adaptable, tolerant of sand, loam and clay","Slow,Medium",Very Low,,,,Sometimes Available,//legacy.calscape.org/Krascheninnikovia-lanata-(),//legacy.calscape.org/qrcodes/Krascheninnikovia-lanata(192)
732,Spreading Gooseberry,Ribes divaricatum,Shrub,5.5 - 11 ft(1.7 - 3.4 m),3.3 ft (1.0 m),,Winter Deciduous,"Red,Pink,Purple,Green",Spring,"Full Sun, Part Shade",Moisture retentive but well-drained loamy soil of at least moderate quality,Fast,Low,Moderately Easy,,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Ribes-divaricatum-(),//legacy.calscape.org/qrcodes/Ribes-divaricatum(192)
733,Pink Sand Verbena,Abronia umbellata,Perennial herb,,,,Summer Semi-Deciduous,"Pink,White,Purple","Winter,Spring,Summer,Fall",Full Sun,"Sandy, well-drained soil",Fast,"Extremely Low,Very Low",,,"Bee Gardens,Butterfly Gardens,Groundcovers",Sometimes Available,//legacy.calscape.org/Abronia-umbellata-(),//legacy.calscape.org/qrcodes/Abronia-umbellata(192)
734,San Diego Yerba Buena,Clinopodium chandleri,Perennial herb,1.6 ft(0.49 m),3 ft (0.9 m),"Moderate,Slow",Evergreen,White,"Spring,Summer","Full Sun,Part Shade",Prefers well-draining soil,Fast,Low,Very Easy,Max 2x / month once established,Deer Resistant,Commonly Available,//legacy.calscape.org/Clinopodium-chandleri-(),//legacy.calscape.org/qrcodes/Clinopodium-chandleri(192)
735,Caterpillar Phacelia,Phacelia cicutaria,Annual herb,0.6 - 2 ft(0.18 - 0.6 m),2 ft (0.6 m),,,"Lavender,Cream,White",Spring,"Full Sun, Part Shade",,Fast,Very Low,Moderately Easy,,"Butterfly Gardens,Bee Gardens",Rarely Available,//legacy.calscape.org/Phacelia-cicutaria-(),//legacy.calscape.org/qrcodes/Phacelia-cicutaria(192)
736,Mahogany Fawn Lily,Erythronium revolutum,Perennial herb,,,,,"Lavender,Yellow,Pink,White,Purple","Spring,Summer","Shade,Part Shade","Grows best in moist, humus-rich soil",,Moderate - High,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Erythronium-revolutum-(),//legacy.calscape.org/qrcodes/Erythronium-revolutum(192)
737,Big Galleta,Hilaria rigida,Grasses,3.3 ft(1 m),4 ft (1.2 m),Fast,,Brown,,"Full Sun, Part Shade","Occurs on all soil types, but has poor growth in clay soils",Fast,"Extremely Low,Very Low",Moderately Easy,,,Rarely Available,//legacy.calscape.org/Hilaria-rigida-(),//legacy.calscape.org/qrcodes/Hilaria-rigida(192)
738,Desert Stipa,Stipa speciosa,Grasses,1 - 2 ft(0.3 - 0.6 m),4 - 8 in (10 - 20 cm),Fast,,Brown,,Full Sun,,Fast,Low,,,Deer Resistant,Sometimes Available,//legacy.calscape.org/Stipa-speciosa-(),//legacy.calscape.org/qrcodes/Stipa-speciosa(192)
739,Sand Dropseed,Sporobolus cryptandrus,Grasses,3 ft(0.9 m),,Moderate,Winter Deciduous,Yellow,Summer,"Full Sun, Part Shade",Prefers sandy or loamy soils.  Does not grow well in clay soils.,Fast,Low,,,,Sometimes Available,//legacy.calscape.org/Sporobolus-cryptandrus-(),//legacy.calscape.org/qrcodes/Sporobolus-cryptandrus(192)
740,Cuyamaca Cypress,Hesperocyparis stephensonii,Tree,32.8 - 52.5 ft(10 - 16 m),,,,,,Part Shade,,,,,,,Sometimes Available,//legacy.calscape.org/Hesperocyparis-stephensonii-(),//legacy.calscape.org/qrcodes/Hesperocyparis-stephensonii(192)
741,Desert Range Almond,Prunus fasciculata,"Tree,Shrub",3.5 - 7 ft(1.1 - 2.1 m),,Slow,Winter Deciduous,"White,Cream","Spring,Winter","Full Sun, Part Shade",Prefers sandy or loamy soils.  Does not grow well in clay soils.,Fast,Low,,,"Bank Stabilization,Hedges,Deer Resistant,Bird Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Prunus-fasciculata-(),//legacy.calscape.org/qrcodes/Prunus-fasciculata(192)
742,Spider Lupine,Lupinus benthamii,Annual Herb,0.7 - 2.3 ft(0.21 - 0.7 m),,,,"Purple,Blue,Pink,White",Spring,Full Sun,Gravelly,Fast,Very Low,,,"Bird Gardens,Bee Gardens",,//legacy.calscape.org/Lupinus-benthamii-(),//legacy.calscape.org/qrcodes/Lupinus-benthamii(192)
743,Small Flowered Penstemon,Penstemon procerus,Perennial herb,0.16 - 1.3 ft(0.05 - 0.4 m),,,,Purple,Summer,Part Shade,Succeeds in ordinary rich garden soils so long as they are well-drained,Medium,Low,,,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Penstemon-procerus-(),//legacy.calscape.org/qrcodes/Penstemon-procerus(192)
744,Long Petaled Lewisia,Lewisia longipetala,Perennial herb,,,,,Pink,Summer,Full Sun,,Fast,Very Low,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Lewisia-longipetala-(),//legacy.calscape.org/qrcodes/Lewisia-longipetala(192)
745,Pointleaf Manzanita,Arctostaphylos pungens,Shrub,3.3 - 12 ft(1 - 3.7 m),,Slow,Evergreen,"White,Pink","Winter,Spring","Full Sun, Part Shade",Prefers sandy or loamy soils.  Does not grow well in clay soils.,Fast,Very Low,Moderately Easy,,"Hedges,Bird Gardens,Hummingbird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Arctostaphylos-pungens-(),//legacy.calscape.org/qrcodes/Arctostaphylos-pungens(192)
746,Mosquito Bills,Primula hendersonii,Perennial herb,4 - 11.8 in(10.2 - 30 cm),,,Summer Deciduous,"Pink,Lavender","Winter,Spring","Shade,Part Shade",Needs good drainage,,,,,,Sometimes Available,//legacy.calscape.org/Primula-hendersonii-(),//legacy.calscape.org/qrcodes/Primula-hendersonii(192)
747,California Sunflower,Helianthus californicus,"Perennial herb,Annual herb",3.3 - 11 ft(1 - 3.4 m),,,,Yellow,"Summer,Fall",Full Sun,,"Fast,Medium,Slow,Standing","Low,Moderate - High",,,"Bird Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Helianthus-californicus-(),//legacy.calscape.org/qrcodes/Helianthus-californicus(192)
748,Yellow Rayed Layia,Layia glandulosa,Annual herb,1 - 2 ft(0.3 - 0.6 m),,,,"White,Yellow",Spring,Full Sun,Prefers gravelly or sandy soils; adaptable,Fast,Low,Moderately Easy,,"Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Layia-glandulosa-(),//legacy.calscape.org/qrcodes/Layia-glandulosa(192)
749,Santa Barbara Milk Vetch,Astragalus trichopodus,Perennial herb,0.7 - 3.3 ft(0.21 - 1 m),3.3 - 4.9 ft (1.0 - 1.5 m),Fast,,Cream,"Winter,Spring",Full Sun,Prefers well-draining soil,Fast,Very Low,Moderately Easy,,,Commonly Available,//legacy.calscape.org/Astragalus-trichopodus-(),//legacy.calscape.org/qrcodes/Astragalus-trichopodus(192)
750,Bigcone Douglas Fir,Pseudotsuga macrocarpa,Tree,24 - 144 ft(7.3 - 43.9 m),,Moderate,Evergreen,Yellow,Spring,"Full Sun, Part Shade",Prefers sandy or loamy soils.  Does not grow well in clay soils.,,Very Low,,,,Sometimes Available,//legacy.calscape.org/Pseudotsuga-macrocarpa-(),//legacy.calscape.org/qrcodes/Pseudotsuga-macrocarpa(192)
751,Common Horsetail,Equisetum arvense,Fern,0.17 - 2 ft(0.05 - 0.6 m),,Fast,,,Spring,"Shade,Part Shade","Adaptable, tolerant of sand, loam and clay",,Moderate - High,,,"Bogs and Ponds,Bird Gardens",Sometimes Available,//legacy.calscape.org/Equisetum-arvense-(),//legacy.calscape.org/qrcodes/Equisetum-arvense(192)
752,Slender Woolly Buckwheat,Eriogonum gracile,Annual herb,1 - 2 ft(0.3 - 0.6 m),0.3 - 0.7 ft (0.1 - 0.2 m),,Winter Semi-Deciduous,"Cream,Pink,White,Yellow,Brown","Spring,Summer,Fall",Full Sun,,Fast,"Extremely Low,Very Low",,,"Bird Gardens,Butterfly Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Eriogonum-gracile-(),//legacy.calscape.org/qrcodes/Eriogonum-gracile(192)
753,Leafy Stemmed Coreopsis,Leptosyne calliopsidea,"Annual herb,Succulent",0.33 - 1.3 ft(0.1 - 0.4 m),,,,Yellow,"Winter,Spring",Full Sun,,,Very Low,,,Bee Gardens,,//legacy.calscape.org/Leptosyne-calliopsidea-(),//legacy.calscape.org/qrcodes/Leptosyne-calliopsidea(192)
754,Red Maids,Calandrinia menziesii,Annual herb,1.3 ft(0.4 m),,,,"Red,Pink",,Full Sun,,"Fast,Medium",Low,,,,Sometimes Available,//legacy.calscape.org/Calandrinia-menziesii-(),//legacy.calscape.org/qrcodes/Calandrinia-menziesii(192)
755,Odontostomum,Odontostomum hartwegii,Perennial herb,1.6 ft(0.49 m),,Fast,Summer Deciduous,"White,Yellow",Spring,Full Sun,Preference is loam to clay,Slow,Very Low,,,,Sometimes Available,//legacy.calscape.org/Odontostomum-hartwegii-(),//legacy.calscape.org/qrcodes/Odontostomum-hartwegii(192)
756,Bur Marigold,Bidens laevis,Perennial herb,0.7 - 8 ft(0.21 - 2.4 m),,Fast,,Yellow,"Summer,Fall",Full Sun,"Adaptable, tolerant of sand, loam and clay",,Moderate - High,,,Butterfly Gardens,Sometimes Available,//legacy.calscape.org/Bidens-laevis-(),//legacy.calscape.org/qrcodes/Bidens-laevis(192)
757,Bottlebrush Squirreltail,Elymus elymoides,Grasses,1.5 - 2.1 ft(0.46 - 0.6 m),,Moderate,,Yellow,Spring,Full Sun,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,Very Low,,,,Sometimes Available,//legacy.calscape.org/Elymus-elymoides-(),//legacy.calscape.org/qrcodes/Elymus-elymoides(192)
758,Shasta Snow Wreath,Neviusia cliftonii,Shrub,4.1 - 8.2 ft(1.2 - 2.5 m),,,Winter Deciduous,White,,Shade,,,Low,,,"Hedges,Deer Resistant",Sometimes Available,//legacy.calscape.org/Neviusia-cliftonii-(),//legacy.calscape.org/qrcodes/Neviusia-cliftonii(192)
759,Cleveland's Horkelia,Horkelia clevelandii,Perennial herb,0.33 - 1.6 ft(0.1 - 0.49 m),3 ft (0.9 m),,,"Cream,White","Spring,Summer","Shade,Part Shade",,,Low,,,"Groundcovers,Bee Gardens",Sometimes Available,//legacy.calscape.org/Horkelia-clevelandii-(),//legacy.calscape.org/qrcodes/Horkelia-clevelandii(192)
760,Sand Spikerush,Eleocharis montevidensis,Grasses,1.6 ft(0.49 m),,,,Brown,,"Full Sun, Part Shade","Grows well in moist, sandy spots",Fast,Moderate - High,,,"Bogs and Ponds,Groundcovers,Bird Gardens",Commonly Available,//legacy.calscape.org/Eleocharis-montevidensis-(),//legacy.calscape.org/qrcodes/Eleocharis-montevidensis(192)
761,Matchweed,Gutierrezia sarothrae,Shrub,1.5 - 2 ft(0.46 - 0.6 m),,Moderate,,"Yellow,Brown",Summer,Full Sun,"Adaptable, tolerant of sand, loam and clay",,"Extremely Low,Very Low",,,,Sometimes Available,//legacy.calscape.org/Gutierrezia-sarothrae-(),//legacy.calscape.org/qrcodes/Gutierrezia-sarothrae(192)
762,Wrinkled Rush,Juncus rugulosus,Grasses,2.3 ft(0.7 m),,,,Brown,,Part Shade,,Standing,Moderate - High,,,,Sometimes Available,//legacy.calscape.org/Juncus-rugulosus-(),//legacy.calscape.org/qrcodes/Juncus-rugulosus(192)
763,Blazing Star,Mentzelia laevicaulis,Perennial herb,3.3 ft(1 m),,Fast,,Yellow,"Summer,Fall",Full Sun,"Prefers well-draining, rocky soil",Fast,Low,,,Bee Gardens,Sometimes Available,//legacy.calscape.org/Mentzelia-laevicaulis-(),//legacy.calscape.org/qrcodes/Mentzelia-laevicaulis(192)
764,Western Houndstongue,Adelinia grandis,Perennial herb,1 - 3 ft(0.3 - 0.9 m),,,,"Blue,Purple","Winter,Spring,Summer","Shade,Part Shade",Prefers a deep fertile well-drained but moisture retentive soil. Succeeds in well-drained ordinary garden soil.,,,,,Deer Resistant,Sometimes Available,//legacy.calscape.org/Adelinia-grandis-(),//legacy.calscape.org/qrcodes/Adelinia-grandis(192)
765,Johnny Jump Up,Viola pedunculata,Perennial herb,1.3 ft(0.4 m),,,Evergreen,Yellow,"Winter,Spring","Full Sun, Part Shade",Likes rich soil and no water in summer,"Medium,Slow",Moderate - High,,,"Deer Resistant,Butterfly Gardens",,//legacy.calscape.org/Viola-pedunculata-(),//legacy.calscape.org/qrcodes/Viola-pedunculata(192)
766,Jepson's Button Celery,Eryngium aristulatum,Perennial herb,0.33 - 3 ft(0.1 - 0.9 m),,,,"White,Purple",,Part Shade,,,Moderate - High,Moderately Easy,,,Rarely Available,//legacy.calscape.org/Eryngium-aristulatum-(),//legacy.calscape.org/qrcodes/Eryngium-aristulatum(192)
767,Flat Stemmed Onion,Allium platycaule,Perennial herb,,,,,Pink,Spring,Full Sun,,Fast,Very Low,Moderately Easy,,Bee Gardens,Rarely Available,//legacy.calscape.org/Allium-platycaule-(),//legacy.calscape.org/qrcodes/Allium-platycaule(192)
768,Needlegrass,Stipa comata,Grasses,2 - 4 ft(0.6 - 1.2 m),,,,Brown,,Part Shade,,Fast,Low,,,,Sometimes Available,//legacy.calscape.org/Stipa-comata-(),//legacy.calscape.org/qrcodes/Stipa-comata(192)
769,Hayfield Tarweed,Hemizonia congesta,Annual herb,0.33 - 2.6 ft(0.1 - 0.8 m),,,,"White,Yellow","Winter,Spring,Summer,Fall",Full Sun,,,Low,,,Bee Gardens,Sometimes Available,//legacy.calscape.org/Hemizonia-congesta-(),//legacy.calscape.org/qrcodes/Hemizonia-congesta(192)
770,San Francisco Wallflower,Erysimum franciscanum,"Perennial herb,Annual herb",2 - 20 in (5 - 51 cm),,,Evergreen,"White,Cream","Spring,Winter",Full Sun,,,Low,,,"Deer Resistant,Butterfly Gardens",,//legacy.calscape.org/Erysimum-franciscanum-(),//legacy.calscape.org/qrcodes/Erysimum-franciscanum(192)
